PMNTN_SN,MNTN_CODE,MNTN_NM,PMNTN_NM,PMNTN_MAIN,PMNTN_LT,PMNTN_DFFL,PMNTN_TM,PMNTN_RISK,PMNTN_RECO
6614,467100401,국수봉,대덕면입석리-창평면유천리구간,,1.07,1,32,,
3516,461300201,고락산,,,1.05,1,32,,
2427,467300201,견두산,계천리구간,,1.05,1,32,,
6651,291701701,군왕봉,각화동구간,,0.99,1,32,,
54361,461302901,호랑산,호명동구간,,1.06,1,32,,
42513,461505501,월출봉,덕림리구간,,1.01,1,32,,
26122,461505101,봉화산죽도봉,압곡리구간,,0.87,1,32,,
47215,488605302,지리산_천왕봉,,,1.08,1,32,,
47228,488605302,지리산_천왕봉,위안리구간,,1.09,1,32,,
47288,488605302,지리산_천왕봉,,,1.09,1,32,,
18804,481703304,물박물관,독산리구간,,1.00,1,32,,
11407,488401601,대방산,,,1.08,1,32,,
5330,488600901,구곡산,원리구간,,1.08,1,32,,
47596,481702801,집현산,도리구간,금굴,1.08,1,32,,
45734,488605001,적벽산,하정리구간,,1.09,1,32,,
33742,488204701,수태산,,,1.06,1,32,,
33749,488204701,수태산,무선리구간,,1.08,1,32,,
13568,488207101,돌구산,,,1.08,1,32,,
1608,488200301,거류산,,,1.05,1,32,,
31326,487204701,석천산,석천리구간,,1.08,1,32,,
28997,483103001,산방산,상둔리구간,,1.08,1,32,,
28379,481701501,비봉산,장재동구간,,1.06,1,32,,
47704,457702301,채계산,괴정리구간,,1.05,1,32,,
32398,451801601,성황산,승부리구간,,1.09,1,32,,
31442,457901001,선운산_도솔봉,삼인리구간,,1.08,1,32,,
31462,457901001,선운산_도솔봉,,,1.07,1,32,,
14442,451803904,두승산성,입석리구간,,1.09,1,32,,
16908,452100701,모악산,,,1.08,1,32,,
16853,451103301,모악산,계곡리구간,,1.05,1,32,,
1396,457700101,강천산_왕자봉,,,1.08,1,32,,
7526,467102401,금성산,금성리구간,,1.05,1,32,,
31965,457501401,성수산,,,1.07,1,32,,
42181,457502301,원통산,,,1.07,1,32,,
38787,451103201,오봉산,백여리구간,,1.06,1,32,,
17145,451103401,묘고산,오봉리구간,,1.06,1,32,,
3326,451100501,고덕산,,,1.05,1,32,,
3458,451100501,고덕산,,,1.07,1,32,,
14300,451101201,두리봉,우아동관암마을(관암교)-상정동백야,,1.09,1,32,"급경사지와, 낙엽이나 토사가 쌓여 미끄러운 구간이 간혹 있음",
48173,457202701,천반산,동향면 가막리구간,,1.09,1,32,험노출이 많은 부분이 있으며 필히 등산시 전문 등산화 필요및 등산 장비착용. 산에 물이 귀하므로 물을 충분히 준비하여야 함,
39336,457202101,옥녀봉,봉학리구간,,0.77,2,32,,
26394,457201401,부귀산,진안읍천주교앞-정상-진안읍구간,,1.09,1,32,암벽조심,
25916,457401201,봉화산,,,1.05,1,32,,
14384,451101201,두리봉,우아동1가관암마을(관암교)-산정동백미,,1.06,1,32,"급경사지와, 낙엽이나 토사가 쌓여 미끄러운 구간이 간혹 있음",
8442,457200104,금호남정맥,세동리구간,,1.07,1,32,,
30223,451902301,상산,삼산리구간,,1.07,1,32,,
25916,457401201,봉화산,,,1.05,1,32,,
49548,488605401,철마산,구평리구간,"노은-향양,고촌농로",1.05,1,32,,
46067,488605101,정수산,내수리구간,,1.06,1,32,,
40085,488604401,왕산,,,0.76,1,32,,
40100,488604401,왕산,,,1.07,1,32,,
29827,488703601,삼정산,,,1.07,1,32,,
21138,488701501,백암산,,,1.05,1,32,,
13311,488703701,도숭산,덕암리구간,,1.06,1,32,,
13308,488703701,도숭산,,,1.09,1,32,,
11565,488704001,대상골월경산,양백리구간,,1.05,1,32,,
11566,488704001,대상골월경산,운산리구간,,1.08,1,32,,
11444,488703901,대봉산,원산리구간,,1.07,1,32,,
5174,488700301,괘관산,,,1.05,1,32,,
54633,488804301,호음산,갈계길구간,,1.00,1,32,,
54167,488805301,현성산,수승대길구간,,1.09,1,32,,
22176,488701601,백운산,,,1.08,1,32,,
19856,488806701,박산,과정리구간,,1.06,1,32,,
14591,488602001,둔철산,양전리구간,정취암,1.09,1,32,,
8805,488807501,기백산,진양기맥_바래기구간,,1.08,1,32,,
1181,488800101,감악산,물맞이길구간,,1.07,1,32,,
55201,487403301,화왕산,옥천리구간,,1.09,1,32,,
40756,488804501,우두산,마장재길구간,,1.06,1,32,,
24179,488802201,보해산,회남재길구간,,1.01,1,32,,
6284,487400501,구현산,,,1.08,1,32,,
50219,272900601,청룡산,대곡동구간,,1.07,1,32,,
50221,272900601,청룡산,도원동구간,,1.09,1,32,,
46893,277102901,죽곡산,강정 우방타운-매곡 배수장구간,,1.07,1,32,뱀이나 각종 위해 조수,
28443,277101501,비슬산,,,1.06,1,32,,
8981,277100401,까치산,화원읍 본리구간,인흥서원,1.05,1,32,,
39740,483107601,와야봉,연사리구간,,1.08,1,32,,
39352,483104301,옥녀봉,,,0.99,1,32,,
39264,481101404,옥계리야산,옥계리구간,,1.05,1,32,,
6548,483106101,국사봉,옥포동구간,,1.05,1,32,,
2586,483100401,계룡산,,,1.06,1,32,,
153,483100101,가라산,,,1.08,1,32,,
112,264400404,가덕도,성북동구간,,1.08,1,32,,
36437,272000301,앞산,,,1.06,1,32,,
27671,482501901,분성산,,,1.05,1,32,,
11738,481100201,대암산,,,1.09,1,32,,
7949,482504901,금음산,,,1.09,1,32,,
7358,482500601,금병산,,,1.05,1,32,,
34985,263800601,아미산,장림동구간,,1.05,1,32,,
34790,482502701,신어산,,,1.08,1,32,,
21184,265300101,백양산,,,1.09,1,32,,
21231,265300101,백양산,,,1.09,1,32,,
20532,482501701,백두산,대감리구간,,1.07,1,32,,
7255,265000101,금련산,광안동구간,,1.07,1,32,,
8153,264100101,금정산,,,1.05,1,32,,
8232,264100101,금정산,,,1.07,1,32,,
8234,264100101,금정산,,,1.06,1,32,,
52352,482706401,팔봉산,연금리구간,,0.87,1,32,,
44479,482706601,자시산성산,남포리 버스정류장구간,,1.08,1,32,,
39279,482703301,옥교산,,,1.06,1,32,,
7832,482700701,금오산,,,1.09,1,32,,
7223,482500501,금동산,,,1.08,1,32,,
29028,267102001,산성산,대라리구간,,1.07,1,32,,
1472,267100201,개좌산,,,1.09,1,32,,
51672,483302301,토곡산,,,1.05,1,32,,
51692,483302301,토곡산,,,1.06,1,32,,
45580,482704101,재약산,이천리구간,,1.06,1,32,,
40579,482703601,용암산,금곡리구간,,1.09,1,32,,
38019,483301201,염수봉,,,1.07,1,32,,
34270,483302604,신기산성,북정동구간,,0.75,1,32,,
20979,482702001,백마산,,,1.00,1,32,,
7806,482700701,금오산,마을길,,1.06,1,32,,
8276,264100101,금정산,,,1.07,1,32,,
34402,317102401,신불산,이천리구간,,1.07,1,32,,
34406,317102401,신불산,선리구간,,1.05,1,32,,
49202,267101601,철마산,송정리구간,,1.07,1,32,,
45580,482704101,재약산,이천리구간,,1.06,1,32,,
34402,317102401,신불산,이천리구간,,1.07,1,32,,
34411,317102401,신불산,,,1.09,1,32,,
48637,483302101,천성산,,,1.09,1,32,,
48473,483302101,천성산,,,1.08,1,32,,
48584,483302101,천성산,,,1.09,1,32,,
48664,483302101,천성산,,,1.07,1,32,,
11908,483300501,대운산,,,1.05,1,32,,
46123,317103701,정족산,,,1.07,1,32,,
27957,267101901,불광산,장안리구간,,1.09,1,32,,
9662,478200601,남산,화리구간,,1.09,1,32,,
50740,277103301,최정산,,,1.05,1,32,,
50774,277103301,최정산,,,1.05,1,32,,
32045,272600501,성암산,,,1.07,1,32,,
32090,272600501,성암산,행정리구간,,1.06,1,32,,
32206,272600501,성암산,,,1.08,1,32,,
31490,478201801,선의산,하도리구간,,1.08,1,32,,
45946,482704201,정각산,,,1.05,1,32,,
22130,482706301,백운산,삼양리구간,,0.62,2,32,,
40488,271400901,용암산,둔산동구간,,1.05,1,32,,
37802,272601401,연호산,만촌동구간,영영축성비/대구부수성비/구름다리,1.09,1,32,,
11718,271400301,대암봉,둔산동구간,,1.05,1,32,암벽,
20012,317104501,밝얼산,,,1.07,1,32,,
50333,451303801,청암산,옥산리구간,,1.09,1,32,,Y
43547,451305004,은파호수공원,미룡동구간,,1.05,1,32,,
43551,451305004,은파호수공원,나운동구간,,1.08,1,32,,
38960,471304301,오봉산,,,1.09,1,32,,
10556,471301101,단석산,,,1.06,1,32,,
10568,471301101,단석산,화천리구간,,1.09,1,32,,
38514,317104601,오두산,,,1.05,1,32,,
44732,451304401,장군봉,아동리구간,,1.07,1,32,,
40699,451400301,용화산,신용리구간,,1.01,1,32,,
39207,451302701,오성산,,,1.05,1,32,,
39210,451302701,오성산,둔덕리구간,,1.05,1,32,,
39211,451302701,오성산,성덕리구간,,1.00,1,32,,
18872,451400201,미륵산,용농장구간,,1.07,1,32,,
18905,451400201,미륵산,심곡사구간,,1.02,1,32,,
16171,451302101,망해산,축동리구간,,1.09,1,32,,
15869,451302001,망경산,창오리구간,,1.05,1,32,,
9535,451301101,남산,미원리구간,,1.08,1,32,,
3743,451300401,고봉산,,,1.05,1,32,,
3757,451300401,고봉산,고봉리구간,,1.09,1,32,,
45512,441802401,장태봉,남심리구간,,1.07,1,32,,
39435,441801901,옥마산,창동리구간,,1.09,1,32,,
32344,441801201,성주산,개화리구간,,1.07,1,32,,
13691,441800201,동달산,내평리구간,,1.07,1,32,,
53603,451400203,함라산둘레길,웅포면입점리-웅포면웅포리구간,,1.09,1,32,,
53515,451400401,함라산,웅포리구간,,1.09,1,32,,
25488,457101001,봉실산,추동마을입구-봉실산정상구간,,1.07,1,32,미끄러움,
13987,457100601,동성산,인혜가든초입-단지재구간,,1.07,1,32,"급경사,절벽",
51623,441508201,태화산,화흥리구간,,1.02,1,32,,
49770,447603501,청등산,천당리구간,,1.05,1,32,,
49588,441503401,철승산,화흥리구간,,1.02,1,32,,
48199,447702201,천방산,신농리구간,,1.08,1,32,,
39173,441803404,오서산성동,장현리구간,,1.07,1,32,,
39070,441801701,오서산,,,1.05,1,32,,
32493,447602401,성흥산,임도구간,,1.07,1,32,,
32322,441801201,성주산,성주리구간,,1.06,1,32,,
28249,447901201,비봉산,,,1.07,1,32,,
22237,448100801,백월산,대리구간,,1.06,1,32,,
14682,441506004,마곡사,운암리구간,,1.08,1,32,,
28578,302000901,빈계산,성북동구간,,1.09,1,32,,
13338,301700704,도안공원,관저1동관저초등학교-도안동목원대학,,1.09,1,32,,
54142,442500501,향적산,향한리구간,,1.06,1,32,,
51469,441503701,태수산,태봉동구간,,1.08,1,32,,
49047,442302701,천호산,한삼천리구간,,1.09,1,32,,
46738,441507901,주미산,금학동구간,,1.09,1,32,,
32229,441501901,성정산,발양리구간,,0.87,1,32,,
32231,441501901,성정산,발양리구간,,1.07,1,32,,
11193,442300801,대둔산_마천대,오산리구간,,1.05,1,32,,
56750,447302101,황우산,황룡사입구-황우산능선내황룡사방향마,"황룡사,황소바위",0.88,1,32,,
56751,447302101,황우산,합강리 산길출입구-명학리 도로변 청→,,1.00,1,32,,
45798,447301801,전월산,"월산리 전월산 유격장입구-양화리전,",,1.07,1,32,"현재 이용 가능한 숲길이 거의없고, 간헐적인 주민밭접근로 와 성묘길 만이 존재함",
10841,447300701,당산,연기리구간,,1.08,1,32,,
6465,441500801,국사봉,,,1.08,1,32,,
44313,448001601,일월산,오봉리구간,,0.87,1,32,,
25878,448000801,봉화산,취생리구간,,1.06,1,32,,
14640,415903601,등고산,월문리구간,,1.05,1,32,,
12521,412200501,덕지산,,,1.06,1,32,,
35065,448301101,아미산,,,1.09,1,32,,
25410,448101101,봉수산,,,1.05,1,32,,
25411,448101101,봉수산,마사리구간,,1.02,1,32,,
25413,448101101,봉수산,봉서리구간,,1.08,1,32,,
25414,448101101,봉수산,,,1.06,1,32,,
25419,448101101,봉수산,,,1.09,1,32,,
20190,442001901,배방산,공수리구간,,1.08,1,32,,
14532,448300501,둔군봉,도곡리구간,,1.07,1,32,,
12267,448100301,덕산_가야산,,,1.05,1,32,,
12279,448100301,덕산_가야산,용현리구간,,1.06,1,32,,
4956,441300301,광덕산,문금리구간,,1.05,1,32,,
28528,287200601,비조봉,,,1.09,1,32,,
3852,415500201,고성산,덕봉리구간,,1.09,1,32,,
3860,415500201,고성산,,,1.05,1,32,,
50295,415902601,청명산,백곡리구간,,0.99,1,32,,
30996,415501901,서운산,양백리구간,,1.08,1,32,,
50995,441303201,취암산,유량동구간,,1.08,1,32,,
25498,441304201,봉암산,오곡2리마을회관구간,,1.08,1,32,,
4588,411170201,광교산,하광교동구간,,1.09,1,32,,
4591,411170201,광교산,파장동구간,,1.06,1,32,,
51055,411170701,칠보산,,,1.08,1,32,,
34050,414602501,시궁산,,,1.08,1,32,,
31311,414602201,석성산,,,1.07,1,32,,
16508,457203101,명도봉,주양리구간,,1.07,1,32,,
34162,301101201,식장산,,,1.07,1,32,,
28537,301104301,비파산,이사동구간,,1.06,1,32,,
12096,301101904,더퍼리골,가양동구간,,1.07,1,32,,
19577,437401401,민주지산,,,1.07,1,32,,
30638,447101401,서대산,,,1.07,1,32,,
32378,457201901,성치산,모치마을 십이폭포입구-광대정마을구,,1.05,1,32,뱀/벌,
30638,447101401,서대산,,,1.07,1,32,,
21057,471504201,백수리산,금평리구간,,0.77,1,32,,
21057,471504201,백수리산,금평리구간,,0.77,1,32,,
9072,301100601,꽃봉,군북면대정리-주촌동산인근구간,,1.05,1,32,정상에서 방아실 방향 100m 지점에서부터 두군데 급경사로 로프(또는 계단설치) 요망,
418,301103604,가양공원,비래동구간,,1.06,1,32,,
9072,301100601,꽃봉,군북면대정리-주촌동산인근구간,,1.05,1,32,정상에서 방아실 방향 100m 지점에서부터 두군데 급경사로 로프(또는 계단설치) 요망,
5638,431100401,구룡산,성화동구간,,1.08,1,32,,
44525,472803401,작약산,이안면 구미리 마을회관구간,,1.05,1,32,,
41034,472803101,운달산,,,1.08,1,32,,
41040,472803101,운달산,,,1.07,1,32,,
38967,472503201,오봉산,신흥리 서당마-신흥리 돗질구간,,1.08,1,32,,
50660,437500103,초평트래킹길,화산리구간,,1.07,1,32,,
34559,437603801,신성봉,계원리구간,,1.05,1,32,,
32221,431103301,성재산,토성리구간,,1.09,1,32,,
31371,431103101,선도산,월오동구간,,1.01,1,32,,
30362,437202601,상학봉,신정리구간,,1.05,1,32,,
5351,431100301,구녀산,대신리구간,,0.89,1,32,,
2383,431105201,것대산,율량동구간,,1.05,1,32,,
38168,478401801,영암산,,,1.08,1,32,,
21757,471905301,백운봉,형남중학교좌측입구구간,,1.05,1,32,급경사 1개소(할딱고개) 있으니 주의 필요함,
7746,471900101,금오산,,,1.09,1,32,,
38473,416702701,오갑산,,,1.05,1,32,,
12382,415500701,덕성산,,,1.08,1,32,,
38473,416702701,오갑산,,,1.05,1,32,,
12382,415500701,덕성산,,,1.08,1,32,,
42173,431305101,원통산,오향리구간,,1.06,1,32,,
18113,431301001,문래산,세성리구간,,1.08,1,32,,
14648,431501501,등곡산,한수면상탄지리(월악주유소)-상탄지주의,,1.06,1,32,,
6270,431500601,구학산,평동리구간,,1.06,1,32,,
248,437700201,가섭산,선당리구간,,1.08,1,32,,
45887,471903101,접성산,봉한리구간,,1.05,1,32,,
45914,471903101,접성산,대망리구간,,1.07,1,32,,
22720,471901101,베틀산,금산리구간,"금산리 입구-->큰상어굴,작은 상어굴-->동화사-->좌베틀산-->베틀산-->우베틀산-->금산리 도요암 구간",1.09,1,32,,
18281,471904201,문수산,,,1.08,1,32,,
16330,471900701,매봉산,,,1.09,1,32,,
52206,271401201,팔공산_비로봉,대한리구간,,0.75,2,32,,
53922,272300901,함지산,함지산구간,,1.07,1,32,,
43709,271401701,응해산,지묘동구간,,0.88,1,32,,
43710,271401701,응해산,중대동구간,,0.87,1,32,,
43695,271401001,응해산,지묘동구간,,1.07,1,32,급경사로 미끄러지기 쉬움,
55276,472901601,환성산,대곡리구간,,1.09,1,32,,
44919,472901301,장군산,금락리구간,,1.01,1,32,,
33085,471102301,수도산,용흥동구간,,1.08,1,32,,
28330,471901701,비봉산,,,1.09,1,32,,
24194,477501701,보현산,,,1.09,1,32,,
23081,472501901,병풍산,병성동구간,,1.05,1,32,,
10095,471100801,내연산,,,1.07,1,32,,
51961,271401201,팔공산_비로봉,,,1.08,1,32,,
52113,271401201,팔공산_비로봉,,,1.07,1,32,,
51897,271401201,팔공산_비로봉,,,1.06,1,32,,
52113,271401201,팔공산_비로봉,,,1.07,1,32,,
41022,472803101,운달산,,,1.05,1,32,,
41027,472803101,운달산,,,1.08,1,32,,
40164,471703701,용두산,,,1.08,1,32,,
33758,477601704,수하청소년수련원뒷산,,,0.87,1,32,,
31872,471705801,성곡산,석동동구간,,1.09,1,32,,
30276,479205904,상운면사무소앞산,운계리구간,,1.08,1,32,,
19704,477701901,바데산,중화리구간,,1.09,1,32,,
13730,477701201,동대산,,,1.06,1,32,,
13747,477701201,동대산,,,1.09,1,32,,
10006,471100801,내연산,중산리구간,,1.09,1,32,,
40034,479202701,왕두산,각화사-방터골구간,,0.88,1,32,,
40035,479202701,왕두산,각화사-방터골구간,형제봉,1.09,1,32,,
807,479200101,각화산,석현리구간,,1.08,1,32,,
37907,421903701,연화봉,대현리구간,,1.06,1,32,,
45307,427504501,장산,구래리구간,,1.00,1,32,,
14453,427501201,두위봉,,,1.08,1,32,,
53643,421904104,함백산오투리조트,태백시황지동구간,,1.06,1,32,,
45859,427504601,접산,,,0.87,1,32,,
37907,421903701,연화봉,대현리구간,,1.06,1,32,,
19879,421902501,박월산,,,1.09,1,32,,
11077,421900501,대덕산,,,1.07,1,32,,
32981,431502701,송학산,,,1.06,1,32,,
444,431504101,가은산,,,1.08,1,32,,
33767,421902701,숙지산,백두대간(건의령~구부시령),,1.06,1,32,,
32522,422309704,소공대비,임원리구간,,1.06,1,32,,
14736,287100601,마니산,,,1.05,1,32,,
14740,287100601,마니산,,,1.06,1,32,,
14661,282001101,등배산,논현동구간,,1.05,1,32,,
41400,413900701,운흥산,물왕동구간,,0.88,1,32,,
8888,287100301,길상산,한수종합조경구간,,1.08,1,32,,
710,282600101,가현산,금곡동구간,,1.05,1,32,,
53311,415500104,한남지선,수리산 수암터널 밑구간,태양산,1.05,1,32,태양산 등산로는 등산객이 자주 다니지 않아서 매우 험함,
53309,415500104,한남지선,속달동구간,,1.06,1,32,,
53392,415500104,한남지선,병목안 은행나무집 고가밑구간,생태공원입구,1.07,1,32,,
33475,411700301,수리산,,,1.09,1,32,,
33481,411700301,수리산,수암동구간,,0.75,2,32,,
29503,411700101,삼성산,,,1.08,1,32,,
29657,411700101,삼성산,,,1.08,1,32,,
4414,116200604,관악산446봉기점,신림동구간,,1.05,1,32,,
4285,116200201,관악산,,,1.06,1,32,,
4603,411170201,광교산,상광교동구간,,1.08,1,32,,
4808,411170201,광교산,고기동구간,,1.09,1,32,,
49625,412900401,청계산,상적동구간,,1.08,1,32,,
49718,412900401,청계산,,,1.09,1,32,,
44984,412801701,장령산,대자동구간,,0.87,1,32,,
34863,412801201,심리산,대자동구간,,1.09,1,32,,
17210,416101301,무갑산,,,1.07,1,32,,
27346,113050202,북한산_백운대,,,1.08,1,32,,
38380,413601201,예봉산,팔당리구간,,1.08,1,32,,
50624,113500301,초안산,창동 초안산 족구장-창동 과수원방향?,,1.09,1,32,,
33121,113500201,수락산,상계동구간,,1.05,1,32,,
27115,113050202,북한산_백운대,,,1.07,1,32,,
33121,113500201,수락산,상계동구간,,1.05,1,32,,
33136,113500201,수락산,장암동구간,,1.07,1,32,,
27295,113050202,북한산_백운대,,,1.05,1,32,,
1284,413600201,갑산,도곡리구간,,0.76,1,32,,
38400,413601201,예봉산,,,1.06,1,32,,
38406,413601201,예봉산,도곡리구간,,1.00,1,32,,
13189,113200102,도봉산_자운봉,호원동구간,,1.06,1,32,,
27776,416302301,불곡산,,,1.05,1,32,,
12955,416300501,도락산,,,1.08,1,32,,
